,PV,P1,P2,Spot_pris,PV_pred,PL_pred
62,21.729517700400585,1.8970716788899198,57.393882741220295,1.54,70.5808823530097,59.29095442011022
63,25.685613195256835,1.62215909105726,55.6880260990001,1.54,70.50551470497159,57.31018519005736
64,20.381294287012977,1.7228260859847098,54.344303543912204,1.54,70.7261029420188,56.06712962989691
65,32.45177711436081,1.7652691520052002,54.7539616079303,1.54,71.2126225490356,56.5192307599355
66,26.77838001130363,1.65592650102917,56.141972358920604,1.51,70.973039214965,57.797898859949775
67,23.610852285937995,1.79347826098092,57.7296698892023,1.51,70.97487745102259,59.52314815018322
68,26.1394133470547,2.05000000004657,56.3645299198106,1.51,70.8069852939807,58.41452991985717
69,28.167419673209412,2.66955128195696,56.8881410281174,1.51,61.98398284398721,59.557692310074366
70,56.7329289210029,2.92065142001957,57.19954088004311,1.51,56.7329289210029,60.120192300062676
71,72.24632352899059,2.88410285301507,55.7040381769184,1.51,72.24632352899059,58.588141029933475
72,78.3976715690224,2.5644041219493396,56.381108698085896,1.5,78.3976715690224,58.94551282003523
73,90.46507352998009,2.23340570705477,55.7747851730091,1.5,90.46507352998009,58.00819088006387
74,88.9307598030427,1.8517976589500902,55.9306097510271,1.5,88.9307598030427,57.78240740997719
75,88.3578431379865,2.01135481405072,55.472085355781005,1.5,88.3578431379865,57.483440169831724
76,87.4509803919937,2.01223214296624,56.2774758371525,1.5,87.4509803919937,58.28970798011874
77,86.04840686300301,2.0092307690065403,56.9270227910019,1.5,86.04840686300301,58.936253560008446
78,84.2395833330229,2.0085470080375702,51.860754981869796,1.5,84.2395833330229,53.86930198990736
79,84.3541666669771,2.13425925991032,50.907407410093604,1.5,84.3541666669771,53.04166667000393
80,83.4417892150232,2.3360690230038,47.1520007769577,1.5,83.4417892150232,49.4880697999615
81,81.6744730399805,2.4352272730320697,42.684965037042296,1.5,81.6744730399805,45.120192310074366
82,79.3950000000186,2.30416666704696,40.58044871303721,1.5,79.3950000000186,42.88461538008416
83,77.7462499999674,2.4167968749534303,36.659770074998995,1.5,77.7462499999674,39.07656694995242
84,76.5268014700268,2.3644531250465697,37.2801337749697,1.49,76.5268014700268,39.644586900016265
85,74.4148284309776,2.17874999996275,35.102589030051604,1.49,74.4148284309776,37.28133903001435
86,72.5600490199868,1.91968749999069,34.7793865699787,1.49,72.5600490199868,36.699074069969384
87,70.5683210790157,2.2524553569965096,32.5299520529807,1.49,70.5683210790157,34.7824074099772
88,68.0727163460106,2.4794950740179,30.5853197459364,1.49,68.0727163460106,33.0648148199543
89,65.2331730769947,2.00955772097223,24.9997015390545,1.49,65.2331730769947,27.009259260026727
90,63.2667208709754,2.0163043480133602,21.0025702920975,1.48,63.2667208709754,23.01887464011086
91,60.862745098013,2.3125,19.696403129957602,1.48,60.862745098013,22.008903129957602
92,56.7947303919937,2.3891129030380402,21.235887096962,1.48,56.7947303919937,23.62500000000004
93,54.686380562023295,2.5029325509676696,20.1822526390897,1.48,54.686380562023295,22.68518519005737
94,53.17452630097979,2.68434343393892,19.251375935971698,1.48,53.17452630097979,21.93571936991062
95,51.3386948530097,2.86933479609434,18.625501383910898,1.48,51.3386948530097,21.494836180005237
96,49.089613970019904,2.60219298198353,18.7959551679669,1.47,49.089613970019904,21.39814814995043
97,45.674019607948104,2.2368055559927598,18.420601853984397,1.47,45.674019607948104,20.657407409977157
98,43.3811981520848,2.08804563502781,18.7452876949683,1.47,43.3811981520848,20.833333329996112
99,40.4460077299736,2.5058035709662403,17.8321593991714,1.47,40.4460077299736,20.33796297013764
100,37.8335414360045,2.72212301602121,16.893617723952,1.47,37.8335414360045,19.615740739973212
101,34.4544487600215,2.8334271769272203,16.9212024529697,1.47,34.4544487600215,19.754629629896918
102,31.552696078899302,2.86486486508511,16.648845955031,1.46,31.552696078899302,19.51371082011611
103,29.295343136996998,2.91896223090589,16.3080676889513,1.46,29.295343136996998,19.22702991985719
104,28.305147059029004,2.83168363501318,16.372020065086,1.46,28.305147059029004,19.203703700099183
105,27.3639705880778,2.68251050508115,17.4059866449097,1.46,27.3639705880778,20.08849714999085
106,14.555147058912599,2.95840592298191,17.8512450769776,1.46,14.555147058912599,20.809650999959512
107,7.446078430977651,3.14538871997502,15.227652590139801,1.46,7.446078430977651,18.37304131011482
108,6.84558823599946,2.8783482139697303,15.8689808460185,1.47,6.84558823599946,18.747329059988232
109,6.74754901905544,2.7789575289934905,16.5497461708728,1.47,6.74754901905544,19.328703699866292
110,6.005588236032049,2.8371138990623903,16.2455071910517,1.47,6.005588236032049,19.082621090114092
111,5.1524999999674,2.76423745194916,16.1901784980437,1.47,5.1524999999674,18.95441594999286
112,4.25,2.9598925850587006,17.1002926049987,1.47,4.25,20.0601851900574
113,3.65000000002328,2.9718286099377997,16.4126087098848,1.47,3.65000000002328,19.3844373198226
114,3.6493421050254304,2.7198963320115603,15.335481158108498,1.49,3.6493421050254304,18.05537749012006
115,3.60139318893198,2.58522727200761,14.9888467979617,1.49,3.60139318893198,17.57407406996931
116,2.7981283420231198,2.4810606070095695,14.4712186030811,1.49,2.7981283420231198,16.95227921009067
117,1.60113636404276,2.61948529398069,14.1545531658921,1.49,1.60113636404276,16.77403845987279
118,0.8041666659992192,2.60294117603917,14.3651856040815,1.49,0.8041666659992192,16.96812678012067
119,0.4375,2.6014371659839504,14.4304360538954,1.49,0.4375,17.03187321987935
120,0.20833333395421502,2.5587121209828196,14.7381183590041,1.5,0.20833333395421502,17.29683047998692
121,0.208333333022892,2.4440371460514103,15.2639400638873,1.5,0.208333333022892,17.70797720993871
122,0.0,2.4495967739494504,15.8470556462416,1.5,0.0,18.29665242019105
123,0.0,2.47568426199723,16.1843940879917,1.5,0.0,18.66007834998893
124,0.0,2.21425189403817,16.968262345762902,1.5,0.0,19.182514239801073
125,0.0,1.9208733970299399,17.083756233099802,1.5,0.0,19.00462963012974
126,0.0,1.73140182194766,16.407487067976,1.5,0.0,18.13888888992366
127,0.0,1.61169258400332,15.3747746561421,1.5,0.0,16.98646724014542
128,0.0,1.6647727269446497,15.793204482994001,1.5,0.0,17.45797720993865
129,0.0,1.61169258400332,16.170714825973803,1.5,0.0,17.782407409977125
130,0.0,1.5499686721013897,15.172253547818402,1.5,0.0,16.722222219919793
131,0.0,1.49937343294732,15.3264812671114,1.5,0.0,16.82585470005872
132,0.0,1.44407894799951,14.780992271960699,1.49,0.0,16.22507121996021
133,0.0,1.48124999995343,14.824305560207,1.49,0.0,16.30555556016043
134,0.0,1.5366071420721699,15.3430224878248,1.49,0.0,16.87962962989697
135,0.0,1.4352678579743998,14.7776951019187,1.49,0.0,16.2129629598931
136,0.0,1.31893382302951,14.8338439570507,1.49,0.0,16.15277778008021
137,0.0,1.34636222897097,15.166102161165302,1.49,0.0,16.512464390136273
138,0.0,1.26104323298205,15.120010896935101,1.47,0.0,16.38105412991715
139,0.0,1.125,15.074074069969402,1.47,0.0,16.199074069969402
140,0.0,1.23511904804036,14.718584662070501,1.47,0.0,15.953703710110862
141,0.0,1.27604166697711,14.8055110329296,1.47,0.0,16.08155269990671
142,0.0,1.33506944403052,14.8704148859251,1.47,0.0,16.20548432995562
143,0.0,1.4479166669771102,14.2312143931631,1.47,0.0,15.679131060140211
